tender/id;tender/title;tender/description;tender/status;tender/procuringEntity/id;tender/value/currency;tender/value/amount;tender/procuringEntity/name;tender/procurementMethod;tender/procurementMethodDetails;tender/mainProcurementCategory;tender/additionalProcurementCategories;tender/tenderPeriod/startDate;tender/tenderPeriod/endDate;tender/tenderPeriod/durationInDays;tender/enquiryPeriod/startDate;tender/enquiryPeriod/endDate;tender/enquiryPeriod/durationInDays;tender/techniques/hasFrameworkAgreement;tender/competitive;language;tender/items/0/id;tender/items/0/description;tender/items/0/quantity;tender/items/0/unit/name;tender/items/0/unit/value/amount;tender/items/0/unit/value/currency;Total
401-0049-CME23;Adquisición de Equipamiento Médico para los CEMAR N° 1 y 2 dependientes del MSGCABA.-; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;439400;MINISTERIO DE SALUD;direct;CONTRATACION MENOR;works;Salud;2023-02-13T13:00:00-03:00;2023-02-13T13:00:00-03:00;0;2023-02-06T09:00:00-03:00;2023-02-08T23:59:00-03:00;2;FALSO;FALSO;es;33.01.003.0080.2-0;MONITOR DE PRESION ARTERIAL AMBULATORIO (MAPA) Modelo: No invasivo, gran autonomía, con software para transferencia de datos y análisis e interpretación de los mismos, completo con accesorios ;2;UNIDAD;219700;ARS;439400
401-0049-CME23;Adquisición de Equipamiento Médico para los CEMAR N° 1 y 2 dependientes del MSGCABA.-; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;270400;MINISTERIO DE SALUD;direct;CONTRATACION MENOR;works;Salud;2023-02-13T13:00:00-03:00;2023-02-13T13:00:00-03:00;0;2023-02-06T09:00:00-03:00;2023-02-08T23:59:00-03:00;2;FALSO;FALSO;es;33.01.003.0002.1-0;TENSIOMETRO ANEROIDE PORTATIL . Modelo: Para toma de presión arterial, con cápsula de widia, con brazalete neumático con ajuste por cinta abrojo y pera de goma, con prolongador, calibrado, con estuche ;8;Unidad;33800;ARS;270400
401-0049-CME23;Adquisición de Equipamiento Médico para los CEMAR N° 1 y 2 dependientes del MSGCABA.-; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;253500;MINISTERIO DE SALUD;direct;CONTRATACION MENOR;works;Salud;2023-02-13T13:00:00-03:00;2023-02-13T13:00:00-03:00;0;2023-02-06T09:00:00-03:00;2023-02-08T23:59:00-03:00;2;FALSO;FALSO;es;33.01.003.0002.3-0;TENSIOMETRO ANEROIDE PARA PARED . Modelo: Para toma de presión arterial, con cápsula de widia, con brazalete neumático con ajuste por cinta abrojo y pera de goma, con prolongador, calibrado, con soporte para fijación a pared ;3;Unidad;84500;ARS;253500
401-0049-CME23;Adquisición de Equipamiento Médico para los CEMAR N° 1 y 2 dependientes del MSGCABA.-; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;760500;MINISTERIO DE SALUD;direct;CONTRATACION MENOR;works;Salud;2023-02-13T13:00:00-03:00;2023-02-13T13:00:00-03:00;0;2023-02-06T09:00:00-03:00;2023-02-08T23:59:00-03:00;2;FALSO;FALSO;es;33.01.003.0166.1-0;HOLTER (MONITOR AMBULATORIO DE ECG). ;1;UNIDAD;760500;ARS;760500
401-0049-CME23;Adquisición de Equipamiento Médico para los CEMAR N° 1 y 2 dependientes del MSGCABA.-; Útiles menores médicos, quirúrgicos y de laboratorio-;active;CABA-UE-401 ;ARS;507000;MINISTERIO DE SALUD;direct;CONTRATACION MENOR;works;Salud;2023-02-13T13:00:00-03:00;2023-02-13T13:00:00-03:00;0;2023-02-06T09:00:00-03:00;2023-02-08T23:59:00-03:00;2;FALSO;FALSO;es;33.01.002.0603.1-0;AURICULAR PARA AUDIOMETRO . Modelo: Balanceados, montados en orejeras de alta atenuación ;2;Unidad;253500;ARS;507000
401-0049-CME23;Adquisición de Equipamiento Médico para los CEMAR N° 1 y 2 dependientes del MSGCABA.-; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;1098500;MINISTERIO DE SALUD;direct;CONTRATACION MENOR;works;Salud;2023-02-13T13:00:00-03:00;2023-02-13T13:00:00-03:00;0;2023-02-06T09:00:00-03:00;2023-02-08T23:59:00-03:00;2;FALSO;FALSO;es;33.04.002.0013.1-0;AUTOLENSOMETRO;2;UNIDAD;549250;ARS;1098500
401-0049-CME23;Adquisición de Equipamiento Médico para los CEMAR N° 1 y 2 dependientes del MSGCABA.-; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;253500;MINISTERIO DE SALUD;direct;CONTRATACION MENOR;works;Salud;2023-02-13T13:00:00-03:00;2023-02-13T13:00:00-03:00;0;2023-02-06T09:00:00-03:00;2023-02-08T23:59:00-03:00;2;FALSO;FALSO;es;33.01.003.0190.11-0;DERMATOSCOPIO . Modelo: . ;1;UNIDAD;253500;ARS;253500
401-0049-CME23;Adquisición de Equipamiento Médico para los CEMAR N° 1 y 2 dependientes del MSGCABA.-; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;2873000;MINISTERIO DE SALUD;direct;CONTRATACION MENOR;works;Salud;2023-02-13T13:00:00-03:00;2023-02-13T13:00:00-03:00;0;2023-02-06T09:00:00-03:00;2023-02-08T23:59:00-03:00;2;FALSO;FALSO;es;33.01.003.0139.1-0;IMPEDANCIOMETRO CLINICO;1;UNIDAD;2873000;ARS;2873000
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;1649250;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.09.003.0003.2-0;CAMA PARA INTERNACION DE HIPEROBESOS    Modelo: Para peso de pacientes hasta 350 kg, con movimientos Trendelemburg 10º, reverso Trendelemburg 10º, respaldar 70º y piernas 48º, terminación con antioxidante y pintura epoxi, ruedas dirigibles, freno total, barandas, 2 porta sueros, completa con colchón ;2;UNIDAD;824625;ARS;1649250
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;4947750;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0054.2-0;LUMINARIA SCIALITICA Alimentación 220V, 50-60 Hz, potencia 180 VA aproximadamente.  Demás especificaciones deberán ser indicadas por la repartición solicitante   Modelo: Unidad de iluminación a descarga, con intensidad luminosa de 110000 Lux +/- 2%, temperatura color 4000 K, campo luminoso Ø 14 cm, diámetro del reflector 48 cm, rotación horizontal radio 1,5 m aproximadamente, movimiento vertical 90 cm aproximadamente, Variedad: Iluminación a descarga ;3;UNIDAD;1649250;ARS;4947750
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;1099500;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0054.5-0;LUMINARIA SCIALITICA . Modelo: Con tecnología LED y brazo/s articulados, temperatura de color igual o mayor a 3000 K, con regulación o selección de intensidad y temperatura de color, alimentación 220 V. Completa con accesorios ;1;UNIDAD;1099500;ARS;1099500
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;2932000;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0056.14-0;VENTILADOR PULMONAR PARA TRANSPORTE . Modelo: Ventilador portátil, con control de presión y volumen, controlado por microprocesador, con pantalla gráfica y batería interna recargable, completo con accesorios Variedad: Para transporte ;1;UNIDAD;2932000;ARS;2932000
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;1795850;MINISTERIO DE SALUD;open;LICITACION PUBLICA;goods;Laboratorio para Análisis Físico y/o Químico e Instrumental de Precisión;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;28.02.015.0001.1-0;BALANZA Capacidad: Pesada máximo de 150 Kg y mínimo de 100 g . Medida: Capacidad de pesada máximo de 150 Kg y mínimo de 100 g Modelo: Capacidad de pesada máximo de 150 Kg y mínimo de 100 g, divisiones de 10 Kg, subdivisiones de 100 g, altura de lectura de 1,55 m, altura de control: con altímetro telescópico, máximo de 2 m y mínimo de 1,10 m, peso neto de 22 Kg ;7;Unidad;256550;ARS;1795850
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;119113;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.09.003.0024.1-0;CAMILLA PARA EXAMEN GINECOLOGICO El plano de exámen adecuado para la función, desinfectable y acolchado de acuerdo a peso máximo.   El mismo estará conformado por 3 sectores articulado, de central fijo y el cefálico y podálico regulables manualmente. Las patas terminarán en regatones antideslizante.   Accesorios: juegos de talonera regulables, recipiente para lavajes perianales, soporte posabrazo, intercambiable a ambos lados  Nota: color, medidas y capacidad de peso, deberán ser indicadas por la repartición solicitante   Modelo: De estructura reforzada ;1;UNIDAD;119113;ARS;119113
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;27488;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0112.1-0;FOTOSFORO (LAMPARA DE PIE) Demás especificaciones deberán ser indicadas por la repartición solicitante   Modelo: Con spot dicroico con sistema multiregulable, con columna regulable de acero inoxidable, con base estrella de 5 ramas con ruedas giratorias en sus extremos ;1;UNIDAD;27488;ARS;27488
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;274875;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.09.003.0007.2-0;FRONTOLUZ Nota: Demás especificaciones deberán ser indicadas por la repartición usuaria.   Modelo: De luz fría ;1;UNIDAD;274875;ARS;274875
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;366500;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.09.003.0037.1-0;GRUA PARA MOVILIZAR PACIENTE ;1;UNIDAD;366500;ARS;366500
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;192416;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0081.1-0;NEGATOSCOPIO    Modelo: De pared, con tubo fluorescente con frente de acrílico y difusor interior, prensaplaca para visualizar para dos placas simultáneamente ;7;UNIDAD;27488;ARS;192416
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;1411025;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0055.1-0;OXIMETRO DE PULSO - SATUROMETRO - PULSIOXIMETRO . Modelo: Digital, no invasivo, para uso neonatal, pediátrico o adulto, Con cable sensor reutilizable para dichos usos: para control de saturación de oxigeno SpO2 (RANGO 0 100%) y control de FC (RANGO de 30 a 250 Ipm como mínimo).Pantalla con visión digital de SpO2 y FC. Barra analógica de intensidad de pulso. Display de onda pletismográfica. Completo con accesorios ;7;Unidad;201575;ARS;1411025
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;3078600;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.09.003.0039.1-0;CAMA;7;Unidad;439800;ARS;3078600
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;3206875;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0083.1-0;PANTOSCOPIO PARA ADULTO completo con accesorios   Modelo: Con mango de superficie antideslizante, Otoscopio con lupa removible y oftalmoscopio intercambiables, con Espéculos para oído de al menos 2 medidas para adultos, a baterías comunes de 1,5v, completo, con su correspondiente estuche,    Variedad: Para adulto ;7;UNIDAD;458125;ARS;3206875
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;439800;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0084.1-0;NEBULIZADOR ASPIRADOR    Medida: De 12 VCC, completo, con accesorios Modelo: De 12 VCC, completo, con accesorios ;2;UNIDAD;219900;ARS;439800
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;551586;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0002.3-0;TENSIOMETRO ANEROIDE PARA PARED . Modelo: Para toma de presión arterial, con cápsula de widia, con brazalete neumático con ajuste por cinta abrojo y pera de goma, con prolongador, calibrado, con soporte para fijación a pared ;7;Unidad;78798;ARS;551586
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;4398000;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.09.003.0010.1-0;CAMILLA . Modelo: De 1,85 m de largo x 0,70 m de ancho x 0,70 a 0,90 m de alto, regulable, con 4 ruedas giratorias montadas sobre rodamientos blindados de 15 cm de diámetro aprox, con soporte para venoclisis y bolsa de drenaje, con porta tubo de oxígenoConstruida en acero SAE 1010, deberá ser convenientemente reforzada en su estructura de acero, regulable en altura  accionado a manivela mediante tornillo sinfín, lecho superior de madera: con espuma de poliéster súper soft de 5 cm de espesor, con cubierta de cuerina ecológica lavable, sin quiebre de cabecera, tren rodante 2 ruedas con freno y 2 sin freno, deberá tener soporte para parachoques perimetrales, con barandas laterales volcables ;4;Unidad;1099500;ARS;4398000
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;3115250;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0048.3-0;CARDIODESFIBRILADOR - CARDIOVERSOR PORTATIL    Modelo: Compuesto por monitor cardíaco, desfibrilador de descarga bifásica, impresora, batería interna recargable con cargador incorporado, completo con accesorios ;2;Unidad;1557625;ARS;3115250
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;7330000;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0058.1-0;ECOGRAFO MULTIPROPOSITO - RADIOLOGICO Incluye transductores lineal convexo e intracavitario, completo con accesorios   Modelo: Para los siguientes estudios, abdominales, obstétricos, cardiológicos, vasculares periféricos, pequeñas partes ginecológicas y urológicas Variedad: Multipropósito, radiológico ;1;UNIDAD;7330000;ARS;7330000
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;659700;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0051.2-0;ELECTROCARDIOGRAFO    Modelo: Automático o manual, con derivaciones standard y precordiales, con 3 velocidades de impresión: 5, 25 y 50 mm/seg, con batrería interna y cargador incorporado, 4 niveles de sensibilidad, filtros, con cable paciente y electrodos, completo con accesorios Variedad: Automático o manual, con derivaciones standard y precordiales ;2;Unidad;329850;ARS;659700
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;293200;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0063.7-0;LARINGOSCOPIO Construido en  acero inoxidable por microfusión esterilizable. Mangos de laringoscopio para hojas de fibra óptica: Luz halógena, con batarías recargables, Bombilla universal, terminación estriada. Hojas de laringoscopio de fibra óptica:Iluminación de fibra óptica, tubería iluminadora de fibra óptica removible, duraderas, hojas inlámbricas. Accesorios: 3 Ramas: Una tamaño Nº 2, una tamaño Nº 3, una tamaño Nº 4 2 Set de baterias: 3 lámparas de repuesto. 1 cargador de baterias Modelo: De acero inoxidable para sistema de fibra óptica, de tres ramas Variedad: No aplica ;2;Unidad;146600;ARS;293200
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;1649250;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.01.003.0106.1-0;MONITOR DE PARAMETROS PULMONARES Y VENTILATORIOS    Modelo: No invasivo, pediátrico, monitor de fácil visualizacion, resolución de 640 x 350 puntos o mejor, frecuencia de muestreo mínima, completo con accesorios ;3;UNIDAD;549750;ARS;1649250
401-0052-LPU23;Adquisición de Equipamiento Médico para la nueva guardia y consultorios del Hospital Rivadavia; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;5864000;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-23T13:00:00-03:00;2023-02-23T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-15T23:59:00-03:00;8;FALSO;FALSO;es;33.05.007.0001.6-0;EQUIPO DE RAYOS X - MOVIL - RODANTE con disparador en comando y remoto, con colimador multiplano con luz temporizada, con estativo rodante con frenos mecánicos, con columna contrabalanceada para posicionamiento, que permita rotación, con conexión para sincronización de Potter Bucky, con cable de alimentación de al menos 5 m de longitud, con compartimento radio-protegido para almacenar chasis de hasta 43x43 cm.   Completo con accesorios.   Modelo: Rodante, sin batería, con generador de rayos X controlado por microprocesador, con técnicas radiológicas programables, con señalización acústica e indicación en pantalla de preparación, disparo y bloqueo de seguridad parámetros y técnicas radiológicas Variedad: Movil - Rodante ;1;Unidad;5864000;ARS;5864000
401-0061-LPU23;Contratación Serv Integral de Comida,Hotelería,Limpieza y Mantenimiento Gral de Inst. Hogar Raimondi; Servicios de comidas, viandas y refrigerios-;active;CABA-UE-401 ;ARS;1573369000;MINISTERIO DE SALUD;open;LICITACION PUBLICA;services;Alimentación y Gastronomía;2023-02-02T09:00:00-03:00;2023-02-24T14:00:00-03:00;22;2023-02-02T09:05:00-03:00;2023-02-17T14:00:00-03:00;15;FALSO;FALSO;es;07.03.005.0004.45-0;SERVICIO DE ELABORACION Y DISTRIBUCION DE COMIDAS Demás especificaciones deberán ser indicadas por la repartición solicitante   Modelo: Régimen de pensión completa ;292000;UNIDAD;5388,25;ARS;1573369000
401-0062-CDI23;Inmunoglobulina Humana Intravenosa; Productos farmacéuticos y medicinales-;complete;CABA-UE-401 ;ARS;16970720;MINISTERIO DE SALUD;direct;CONTRATACION DIRECTA;works;Salud;2023-02-01T13:00:00-03:00;2023-02-07T12:00:00-03:00;6;2023-02-01T13:00:00-03:00;2023-02-03T11:59:00-03:00;1;FALSO;FALSO;es;33.10.002.0450.1-0;GAMMAGLOBULINA HUMANA . Modelo: De 10.000 mg, inyectable, en frasco ampolla x 200 ml ;410;Unidad;41392;ARS;16970720
401-0062-CDI23;Inmunoglobulina Humana Intravenosa; Productos farmacéuticos y medicinales-;complete;CABA-UE-401 ;ARS;16970720;MINISTERIO DE SALUD;direct;CONTRATACION DIRECTA;works;Salud;2023-02-01T13:00:00-03:00;2023-02-07T12:00:00-03:00;6;2023-02-01T13:00:00-03:00;2023-02-03T11:59:00-03:00;1;FALSO;FALSO;es;33.10.002.0450.1-0;GAMMAGLOBULINA HUMANA . Modelo: De 10.000 mg, inyectable, en frasco ampolla x 200 ml ;410;Unidad;41392;ARS;16970720
401-0064-LPU23;ADQUISICIÓN DE EQUIPAMIENTO MÉDICO PARA ENDOSCOPÍA DIGESTIVA DEL HOSPITAL UDAONDO; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;29720000;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-24T13:00:00-03:00;2023-02-24T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-16T23:59:00-03:00;9;FALSO;FALSO;es;33.01.003.0216.1-0;TORRE PARA VIDEOENDOSCOPIA . Modelo: Incluye colonoscopio, gastroscopio, duodenoscopio, fuente de luz, monitor de alta resolución, grabadora de video VHS, estabilizador de tensión y carro de transporte ;1;UNIDAD;29720000;ARS;29720000
401-0064-LPU23;ADQUISICIÓN DE EQUIPAMIENTO MÉDICO PARA ENDOSCOPÍA DIGESTIVA DEL HOSPITAL UDAONDO; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;35292500;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-24T13:00:00-03:00;2023-02-24T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-16T23:59:00-03:00;9;FALSO;FALSO;es;33.01.003.0216.1-0;TORRE PARA VIDEOENDOSCOPIA . Modelo: Incluye colonoscopio, gastroscopio, duodenoscopio, fuente de luz, monitor de alta resolución, grabadora de video VHS, estabilizador de tensión y carro de transporte ;1;UNIDAD;35292500;ARS;35292500
401-0064-LPU23;ADQUISICIÓN DE EQUIPAMIENTO MÉDICO PARA ENDOSCOPÍA DIGESTIVA DEL HOSPITAL UDAONDO; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;7801500;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-24T13:00:00-03:00;2023-02-24T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-16T23:59:00-03:00;9;FALSO;FALSO;es;33.01.003.0230.5-0;LAVADORA Y DESINFECTANTE DE ENDOSCOPIOS FLEXIBLES . Modelo: Completa con accesorios ;2;UNIDAD;3900750;ARS;7801500
401-0064-LPU23;ADQUISICIÓN DE EQUIPAMIENTO MÉDICO PARA ENDOSCOPÍA DIGESTIVA DEL HOSPITAL UDAONDO; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;38450250;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-24T13:00:00-03:00;2023-02-24T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-16T23:59:00-03:00;9;FALSO;FALSO;es;33.01.003.0217.1-0;SISTEMA DE VIDEOENDOSCOPIA . Modelo: Digital, con imágenes de alta resolución, monitor color LCD VGA ;1;UNIDAD;38450250;ARS;38450250
401-0064-LPU23;ADQUISICIÓN DE EQUIPAMIENTO MÉDICO PARA ENDOSCOPÍA DIGESTIVA DEL HOSPITAL UDAONDO; Equipo sanitario y de laboratorio-;active;CABA-UE-401 ;ARS;6315500;MINISTERIO DE SALUD;open;LICITACION PUBLICA;works;Salud;2023-02-24T13:00:00-03:00;2023-02-24T13:00:00-03:00;0;2023-02-07T09:00:00-03:00;2023-02-16T23:59:00-03:00;9;FALSO;FALSO;es;33.01.003.0140.2-0;VIDEOENDOSCOPIO SUPERIOR - VIDEO GASTROSCOPIO Modelo: Diámetro canal de biopsia: 2,80 a 3,80 mm, longitud de trabajo entre 1000 a 1100 mm, campo visual 120°, diámetro porción flexible 9,8 mm, longitud útil de trabajo: 1.050 mm a 1.100 mm, completo con accesorios ;2;UNIDAD;3157750;ARS;6315500
